6/5 13:40:17.137  COMBAT_LOG_VERSION,4,ADVANCED_LOG_ENABLED,0
6/5 13:41:24.714  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:24.714  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,183,183,0,nil
6/5 13:41:24.714  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,3812,0,1,0,0,0,nil,nil,nil
6/5 13:41:24.714  SPELL_AURA_APPLIED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,85739,"Meat Cleaver",0x1,BUFF
6/5 13:41:24.717  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,218,218,0,nil
6/5 13:41:24.717  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4549,0,1,0,0,0,nil,nil,nil
6/5 13:41:24.717  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:24.717  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,83,83,0,nil
6/5 13:41:24.717  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1740,0,1,0,0,0,nil,nil,nil
6/5 13:41:24.717  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,195,195,0,nil
6/5 13:41:24.717  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4066,0,1,0,0,0,1,nil,nil
6/5 13:41:24.717  SPELL_CAST_SUCCESS,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,167381,"Dummy Strike",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:24.717  SPELL_MISSED,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,167381,"Dummy Strike",0x1,PARRY,nil
6/5 13:41:24.848  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:24.985  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:24.985  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,175,175,0,nil
6/5 13:41:24.985  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,3651,0,1,0,0,0,nil,nil,nil
6/5 13:41:24.985  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,196,196,0,nil
6/5 13:41:24.985  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4086,0,1,0,0,0,nil,nil,nil
6/5 13:41:24.985  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:24.985  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,89,89,0,nil
6/5 13:41:24.985  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1849,0,1,0,0,0,nil,nil,nil
6/5 13:41:24.985  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,99,99,0,nil
6/5 13:41:24.985  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,2060,0,1,0,0,0,nil,nil,nil
6/5 13:41:25.132  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:25.194  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:25.194  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,166,166,0,nil
6/5 13:41:25.194  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,3476,0,1,0,0,0,nil,nil,nil
6/5 13:41:25.194  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,205,205,0,nil
6/5 13:41:25.194  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4290,0,1,0,0,0,nil,nil,nil
6/5 13:41:25.194  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:25.194  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,192,192,0,nil
6/5 13:41:25.194  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4006,0,1,0,0,0,1,nil,nil
6/5 13:41:25.194  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,110,110,0,nil
6/5 13:41:25.194  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,2303,0,1,0,0,0,nil,nil,nil
6/5 13:41:25.300  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:25.347  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,924,924,0,nil
6/5 13:41:25.347  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,215572,"Frothing Berserker",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:25.347  SPELL_AURA_APPLIED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,215572,"Frothing Berserker",0x1,BUFF
6/5 13:41:25.347  SWING_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,19302,0,1,0,0,0,1,nil,nil
6/5 13:41:25.888  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,184367,"Rampage",0x1,"Not yet recovered"
6/5 13:41:25.971  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,184367,"Rampage",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:25.971  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,184362,"Enrage",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:25.971  SPELL_AURA_REMOVED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,85739,"Meat Cleaver",0x1,BUFF
6/5 13:41:25.971  SPELL_AURA_REFRESH,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,184362,"Enrage",0x1,BUFF
6/5 13:41:26.026  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,184367,"Rampage",0x1,"Not yet recovered"
6/5 13:41:26.062  SWING_MISSED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,MISS,1
6/5 13:41:26.156  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,296,296,0,nil
6/5 13:41:26.156  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,218617,"Rampage",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,6187,0,1,0,0,0,nil,nil,nil
6/5 13:41:26.156  SPELL_AURA_REMOVED_DOSE,0000000000000000,nil,0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,159675,"Mark of Warsong",0x10,BUFF,5
6/5 13:41:26.298  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,184367,"Rampage",0x1,"Not yet recovered"
6/5 13:41:26.334  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,184707,"Rampage",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:26.334  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,433,433,0,nil
6/5 13:41:26.334  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,184707,"Rampage",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,9033,0,1,0,0,0,nil,nil,nil
6/5 13:41:26.451  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,184367,"Rampage",0x1,"Not yet recovered"
6/5 13:41:26.605  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,589,589,0,nil
6/5 13:41:26.605  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,184709,"Rampage",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,12308,0,1,0,0,0,nil,nil,nil
6/5 13:41:26.733  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,85288,"Raging Blow",0x1,"Not yet recovered"
6/5 13:41:26.790  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1133,1133,0,nil
6/5 13:41:26.790  SWING_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,23656,0,1,0,0,0,1,nil,nil
6/5 13:41:27.265  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,201364,"Rampage",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:27.265  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1913,1913,0,nil
6/5 13:41:27.265  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,201364,"Rampage",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,39950,0,1,0,0,0,1,nil,nil
6/5 13:41:27.265  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1003,1003,0,nil
6/5 13:41:27.265  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,201363,"Rampage",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,20954,0,1,0,0,0,nil,nil,nil
6/5 13:41:27.512  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,85288,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:27.512  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,96103,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:27.512  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,2280,2280,0,nil
6/5 13:41:27.512  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,96103,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,47604,0,1,0,0,0,nil,nil,nil
6/5 13:41:27.512  SPELL_ENERGIZE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,85288,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,5,0,1,0
6/5 13:41:27.512  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,563,563,0,nil
6/5 13:41:27.565  SWING_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,11755,0,1,0,0,0,1,nil,nil
6/5 13:41:27.671  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,85288,"Raging Blow",0x1,"Not yet recovered"
6/5 13:41:27.671  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1101,1101,0,nil
6/5 13:41:27.671  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,85384,"Raging Blow",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,22996,0,1,0,0,0,nil,nil,nil
6/5 13:41:27.777  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,23881,"Bloodthirst",0x1,"Not yet recovered"
6/5 13:41:28.052  SPELL_AURA_REMOVED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,107574,"Avatar",0x1,BUFF
6/5 13:41:28.137  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,448,448,0,nil
6/5 13:41:28.137  SWING_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,9364,0,1,0,0,0,nil,nil,nil
6/5 13:41:28.137  SPELL_AURA_REMOVED_DOSE,0000000000000000,nil,0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,159675,"Mark of Warsong",0x10,BUFF,4
6/5 13:41:28.233  SPELL_CAST_FAILED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,"Not yet recovered"
6/5 13:41:28.772  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,190411,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:28.772  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:28.772  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,176,176,0,nil
6/5 13:41:28.772  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,3672,0,1,0,0,0,nil,nil,nil
6/5 13:41:28.772  SPELL_AURA_APPLIED,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,85739,"Meat Cleaver",0x1,BUFF
6/5 13:41:28.772  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,201,201,0,nil
6/5 13:41:28.772  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-87318-00000AD916,"Dungeoneer's Training Dummy",0x10a28,0x0,199667,"Whirlwind",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,4194,0,1,0,0,0,nil,nil,nil
6/5 13:41:28.772  SPELL_CAST_SUCCESS,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0
6/5 13:41:28.772  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,88,88,0,nil
6/5 13:41:28.772  SPELL_DAMAGE,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Creature-0-12-1159-0-88314-00000AD917,"Dungeoneer's Training Dummy",0xa28,0x0,44949,"Whirlwind Off-Hand",0x1,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,1839,0,1,0,0,0,nil,nil,nil
6/5 13:41:28.772  SPELL_HEAL,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,Player-9-001C768E,"Ivkomdfk-evermoon",0x511,0x0,146347,"Life Steal",0x20,0000000000000000,0000000000000000,0,0,0,0,-1,0,0,0,0.00,0.00,0,103,103,0,nil
